;tweetid;emoji;stance;emotion;toxic_multi
175;1430261403366068224;['🇩🇪', '🌍', '🇪🇹'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
176;1427193527960698882;['👋'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
177;1421224511060553729;['🍀', '🛢'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
178;1445408666895650826;['❤️'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
179;1438886250916814850;['📢'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
180;1429540088111722496;['🙌🏼'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
181;1424024532378021897;['🌿', '🧑\u200d🏫'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
182;1432007390598152194;['😢'];ambiguous;[1, 0, 1, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
183;1443530541320609799;['🌞', '🌊', '🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
184;1442556785135538176;['🌎'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
185;1422300682711797805;['👏'];ambiguous;[1, 0, 0, 1, 0, 1, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
186;1440076971388506115;['🇩🇰', '⛓️', '🌱'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
187;1459302564793487364;['🥶', '\U0001f9ca'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
188;1429569997035098118;['😒'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
189;1431322808458514437;['🎪', '🌍', '🆘'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
190;1559059943571214337;['🙄'];deny;[0, 0, 0, 0, 0, 1, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
191;1431148977064329216;['📢'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
192;1443915229780451351;['🌍', '🏵️', '🌏', '🌿', '🌺', '🌎', '🌱', '❤️', '🌼', '🌳'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
193;1421866714409496577;['👇🏽', '📢'];ambiguous;[0, 1, 0, 1, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
194;1427237869668683777;['🤗', '🇪🇺'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
195;1426143460395003904;['⚡', '🚛'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
196;1443282598214742026;['6⃣', '4⃣', '🌍', '3⃣'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
197;1433502287356436493;['🌩', '🌧'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
198;1435228773243314182;['⁉️'];believe;[1, 0, 1, 0, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
199;1426545906657136642;['®'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
200;1430189629555167238;['👍', '🚀'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
201;1446044630353686531;['🔌', '👏'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
202;1446389051477614604;['👏', '🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
203;1427662334734999554;['🧐', '‼️', '🤔'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
204;1446508458224799744;['👊', '🤘', '💚'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
205;1455642885102133249;['😂'];deny;[0, 0, 0, 1, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
206;1444913547096567808;['🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
207;1421084801403170817;['👇'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
208;1429777427518173191;['🤗', '🎉'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
209;1432341179488784384;['🦕', '🦖', '➡️'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
210;1422169113716219916;['👇', '❣️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
211;1431344178211049476;['💚'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
212;1439500633476845568;['🌍', '☀', '😎'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
213;1428773959806373900;['🙂'];ambiguous;[1, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
214;1439340937549860868;['📢'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
215;1438780177119539206;['🌍', '🌱', '🌳'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
216;1429714229683232777;['🚐', '✅', '🚚'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
217;1421797233767317505;['💙', '🌍', '💚', '👏🏼'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
218;1424882002323517445;['🐈', '🐬', '\U0001f9ad', '🐊', '🌍', '🌏', '🐅', '🐆', '👁️', '🦞', '🆘', '🦈', '🐙', '🐒', '🐋', '🐾', '🐟', '🌎', '🐄'];ambiguous;[1, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
219;1445675197055463429;['🌍'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
220;1446271348423237632;['👍🏼'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
221;1440228499810177026;['🤳', '🎁'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
222;1433052414190424067;['👏'];believe;[1, 0, 0, 1, 1, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
223;1423590828618956804;['🌻', '🌞', '🌍', '🏵️', '🌏', '🌿', '🌺', '🌎', '🌱', '🦋', '❤️', '🌼', '🌳'];ambiguous;[0, 0, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
224;1428418741059170307;['💥'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
225;1446202418081980416;['🚨'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
226;1421446069251190785;['🙌'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
227;1426688333795799042;['✈'];deny;[0, 0, 1, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
228;1427663868680015875;['\U0001f90d', '🐔', '🐷', '🐮', '\U0001f9a7'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
229;1428214341753401345;['😌'];believe;[0, 0, 0, 1, 0, 1, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
230;1441007781474181123;['📍'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
231;1445735592529072136;['🇨🇲'];believe;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
232;1427322098754723842;['🌪️', '🔥'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
233;1437846656507076610;['👇'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
234;1428060385677127683;['✈️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
235;1565445365351997440;['🥶', '👆', '🌎'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
236;1436247889462841344;['🌳'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
237;1440317170781618189;['🌎', '📣'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
238;1426569642835947530;['😍'];believe;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
239;1430176680677609476;['👇🏻', '⭐', '👀', '♻️'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
241;1481812074527608837;['\U0001f971', '🤔'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0]
242;1444777205964296196;['🥵', '🌡'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
243;1426205024309456900;['💚', '👣', '🌍', '🐙'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
244;1430940838847201287;['🌎'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
245;1429100922949431300;['🇨🇦'];believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
246;1425044329207418880;['💯', '🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
247;1442554836902457353;['📅', '🎙'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
248;1427321759015968787;['🥊', '⚖️', '📢'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
249;1429934494732201989;['🌿', '😍', '💚'];ambiguous;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
250;1430223244548886542;['⬇️'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
251;1423182986980204547;['🌏', '♻️', '🍃', '✅'];believe;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
252;1433485836796968972;['🌎'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
253;1560009642243231745;['🤦', '🤡', '😂'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
254;1433168033476919303;['🇬🇧', '🇺🇸'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
255;1455072261245784065;['👇'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
256;1442825174684995593;['🌎', '💧'];believe;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
257;1426137634842288136;['😍'];believe;[0, 1, 0, 0, 1, 1, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
258;1443242775093211139;['👇', '💯', '🎯'];deny;[1, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
259;1447179684312145920;['🧢'];deny;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
260;1439274199491792899;['💚'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
261;1470173171466784771;['😱', '😳'];deny;[0, 0, 0, 1, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
262;1568585640673161218;['😅'];deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
263;1438967935377330184;['❤️'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
264;1430139152406925348;['👇🏻', '👀', '♻️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
265;1429906760505217040;['🙏'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
266;1425393376099139594;['❤️'];ambiguous;[0, 0, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
268;1428412866353262592;['💦', '🙄', '🤔'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
269;1424504724477386759;['🌍', '💚'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
270;1424723251419287554;['🌎'];believe;[0, 0, 0, 0, 0, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
271;1432992443205619712;['😍', '😉', '🌳'];believe;[1, 1, 1, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
272;1421066495447257091;['💻', '🎦', '⬇️'];believe;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
273;1428326120219369480;['🌳', '🔎'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
274;1423439827261956096;['😮', '😳'];ambiguous;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
275;1440024121069408264;['😊', '🐝', '🐞', '🦋'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
276;1516143903732342784;['🥩'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
277;1425837074448531459;['👇'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
278;1429466584771407878;['🌟'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
279;1429590356346036228;['🤔'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
280;1446494305695195139;['➡️'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
281;1430563268653948930;['🗞️', '🇿🇦'];believe;[0, 0, 0, 1, 0, 1, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
282;1441055254225858770;['👇'];believe;[1, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
283;1442819011872440324;['🌎', '📢'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
284;1425141574497968131;['🔧', '🌡️', '🏥'];believe;[0, 0, 0, 0, 0, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
285;1423365330626306051;['⚡', '🚗'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
286;1425924252079845377;['👇🏻'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
288;1423394819318161414;['👇🏽'];ambiguous;[1, 0, 0, 1, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 1, 0, 0, 0]
289;1440922951700844544;['🐸', '🤦🏻', '🌍', '😳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
290;1427914448031916035;['💪🏻'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
291;1426268349630193665;['🙏', '❤️', '🌎'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
292;1426070697198166019;['🌍', '🔥'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
293;1456771102097637380;['👍🏻'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
294;1425079180291723264;['🤣', '🤔'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
295;1442761872093028353;['🙌', '💚'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
296;1439257156566634507;['🇳🇴'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
297;1434481974316519425;['💫'];believe;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0]
298;1427888493393551362;['🎉'];ambiguous;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
299;1442932161137426435;['🌞', '🌝', '🌡️'];believe;[0, 1, 0, 0, 0, 1, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
300;1445363550474719236;['🌩️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
301;1425059217019445277;['👏'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
302;1424652671235936260;['🚦', '💪', '1️⃣'];believe;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
303;1426403461411737600;['👇'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
304;1425905273718378498;['🤦\u200d♀️'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
305;1430075853950570511;['📢'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
306;1420865040731697154;['🌏'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
307;1421148747434631171;['❤️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
308;1440938617317253120;['🙌'];believe;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
309;1440598998021070856;['💪'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
310;1423557960438005763;['😱'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
311;1434745510003306500;['🌎', '🔊'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
312;1433873510221459461;['❤️'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
313;1433083248540897285;['🤔'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
314;1554574776081039360;['👇'];deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
315;1428776144325730309;['😆'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
316;1430586919419797508;['🤔'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
317;1432665064792903681;['💚'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
318;1568605805951287296;['🙄', '🤣'];deny;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
319;1428262644524408834;['🌏', '🌍', '🇺🇸', '🌎'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
320;1432104307067817989;['😁', '👍'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
321;1428908654841847816;['😞'];believe;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
322;1435227869815443460;['🙏'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
323;1433878802220961796;['🌻', '🌞', '🌍', '🏵️', '🌏', '🌿', '🌺', '🌎', '🌱', '🦋', '❤️', '🌼', '🌳'];ambiguous;[0, 0, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
324;1422547726496010240;['🧐', '💧'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
325;1426212139656781831;['🌿', '🤝', '🤗'];believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
326;1431167310102941697;['🥺'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
327;1446445887778082817;['🇪🇬', '🇦🇪'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
328;1438566432032247809;['🌏'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
329;1425829818826960896;['🌍', '♻️'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
330;1461009925082079243;['👇', '🤣', '😂'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[1, 1, 1, 1, 0, 0, 1, 0]
331;1422108961029988352;['💀', '👁️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
332;1444358684952367106;['🇬🇾', '💝', '💜', '🌳'];believe;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
333;1433787915734339589;['🌻', '🌞', '🌍', '🏵️', '🌏', '🌿', '🌺', '🌎', '🌱', '🦋', '❤️', '🌼', '🌳'];ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
334;1441079620506370048;['📢'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
335;1443970794246316037;['🌍', '🌏', '👎🏻', '🌎', '👎🏾', '👎🏽'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 1, 0]
336;1424787257341333507;['💕'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
337;1431571274048868353;['🙌'];ambiguous;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
338;1433375032974184458;['‼️'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
339;1442380901619417088;['🇮🇹', '🌱', '🇹🇭'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
340;1434305870750523392;['💪'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
341;1436677480329269249;['⁉️'];believe;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];[1, 0, 1, 1, 0, 0, 0, 0]
342;1422491194534289416;['🎞️'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
343;1429508334391021569;['💛', '🔃', '💯', '💪'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
344;1430036072952745984;['🙂', '🙏🏼'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
345;1446487975160918016;['🌏', '🌳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
346;1425734024052547586;['🌏'];ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
347;1441632454272507904;['🌍'];believe;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
348;1443171642851594241;['✳️', '\U0001f7e2'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
349;1429896343510790145;['🌏', '🚙'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
